15.7	13.27
-26.07	3.51
-19.14	-2.19
8.92	-21.08
-21.88	2.28
-23.03	-2.41
20.38	-10.45
23.7	5.47
18.44	13.38
18.9	16.66
21.1	-12.78
-10.3	10.45
7.21	-9.87
-0.14	-12.38
5.71	24.43
-14.94	5.34
2.9	-4.03
-8.98	-12.28
-0.08	-14.78
-5.4	-12.56
14.8	16.28
11.31	20.64
1.44	-5.46
1.13	-23.62
17.33	15.88
-20.45	-6.7
-5.26	-9.3
1.08	-10.68
5.72	-19.76
-18.3	-9.53
-1.63	-0.24
-19.84	-8.78
-14.05	5.21
7.58	-10.89
-1.65	-21.76
19.47	2.26
1.79	2.97
26.25	-11.81
-17.85	-9.14
3.92	-11.01
24.85	-13.1
0.14	25.08
-0.3	-11.02
-13.52	-9.03
17.48	13.75
-13.94	9.54
9.93	21.58
9.53	-9.76
-0.2	-20.88
7.7	-8.71
20.8	-12.87
22.26	-15.99
5.52	-20.47
1.49	1.4
5.42	-15.77
-1.32	-0.53
-4.27	-12.12
4.46	-11.03
3.17	-12.79
17.55	-8.22
1.36	-7.55
-0.37	-8.03
22.7	-13.28
-8.97	12.69
7.96	23.21
-1.76	-2.88
-4.06	8.4
5.27	-5.36
5.65	18.79
10.85	-21.26
-10.63	-4.29
-19.47	3.34
20.92	-1.59
-11.58	11.23
14.57	15.62
-5.7	-22.35
-6.67	1.7
-7.94	-8.73
3.15	20.83
8.77	-18.58
-10.76	-6.62
-15.67	-1.23
26.45	-3.94
-6.21	-17.51
18.38	15.16
1.07	-17.77
1.75	-9.22
-4.31	-17.07
0.65	20.82
13.43	-18.02
-13.27	-5.22
-22.5	0.82
23.4	-1.02
-8.89	1.57
14.97	15.32
7.5	-14.39
7.06	-7.67
-23.42	8.73
5.82	18.5
-17.35	10.65
-7.5	5.15
-7.04	12.8
17.76	10.05
-8.55	14.44
-3.16	18.97
-15.14	6.69
-2.65	-1.77
-16.04	13.87
-1.09	-1.75
27.57	4.13
14.17	-18.81
-4.23	-17.73
1.35	-13.72
-20.54	0.04
-7.08	1.42
9.72	-16.84
3.66	20.54
-0.62	24.85
-12.37	-1.53
-10.07	-5.36
-5.25	-19.55
-8.13	4.39
-13.28	-8.86
1.11	21.34
5.59	-11.56
-12.36	-3.6
5.5	13.62
-16.32	-3.37
-20.75	-1.93
1.89	-16.65
-25.42	0.55
-20.43	-1.71
28.89	2.74
14.12	16.93
14.67	14.97
19.18	11.19
25.97	2.57
-3.23	-11.35
11.39	-20.41
5.33	1.09
1.98	20.73
-6.92	-13.63
-5.5	2.77
-15.54	-7.83
-4.8	4.52
-15.04	-3.74
3.44	24.58
0.52	18
8.28	-25.34
2.64	-14.25
20.56	5.27
-20.47	-0.58
-16.02	-6.29
6.88	-20.62
0.96	-14.2
26.41	-4.16
13.96	16.81
-25.22	-2.73
10.93	-23.1
-15.98	-2.73
-7.23	-6.07
10.13	-20.74
-1.98	-17.41
17.35	11.24
1.94	-4.45
30.4	7.81
-10.43	1.05
3.47	-25.26
20.69	-6.39
1.19	20.31
-10.21	11.64
-22.37	3.87
17.11	17.6
-7.89	-13.31
14.96	15.66
15.21	-12.6
4.37	-17.02
-7.86	-1.3
29.47	9.38
28.1	-0.71
0.15	-16
-13.71	-5.06
-7.03	1.15
-11.44	-6.76
-12.94	-11.1
-13.46	11.42
5.18	-11.91
0.81	-0.98
-2.19	-13.94
28.85	1.68
-6.87	8.28
-4.93	1.73
26.84	-1.23
2.29	7.59
2.48	24.06
3.42	-11.96
-0.1	-8.26
-23.69	-1.83
-5.28	25
-6.06	2.43
-7.64	-11.21
-21.29	1.75
17.78	-3.77
-10.19	-2.93
20.82	10.95
2.55	-8.56
0.14	-1.07
-19.39	9.7
-0.79	24.95
2.51	-10.46
-7.15	-1.89
-17.38	8.31
21.99	-9.72
-1.52	-8.06
14.06	8.07
3.38	-5.47
-3.76	-8.22
-13.67	11.03
4.54	24.04
4.5	-8.46
-6.07	-5.92
-9.3	13.63
22.1	-8.12
-0.43	-5.94
16.16	10.17
6.25	-4.7
5.09	6.87
-14.63	11.36
7.51	16.99
-10.66	10.8
-15.22	1.13
-3.45	0.5
10.03	11.12
-12.27	5.25
-2.66	22.56
-13.24	10.23
-4.83	1.53
-20.69	11.77
-5.49	-1.86
19.18	-6.37
-1.31	-3.42
7.2	-1.92
-4.35	-16.6
-20.67	6.62
-1.57	-4.43
1.51	-7.79
2.81	26.52
5.37	21.46
-10.4	-6.22
-11.65	-8.53
2.53	-7.11
-7.02	2.62
-12.46	-5.14
-5.4	26.16
-0.25	-3.36
-11.76	-1.97
11.16	7.33
-14.19	4.55
-11.39	9.72
6.18	-0.64
-13.91	9.68
-12.83	9.18
22.58	-4.81
19.4	12.78
16.82	8.04
17.6	11.91
20.22	-6.14
-21.1	10.88
-0.47	-8.07
-5.33	6.14
2.17	18.85
-11.95	7.04
-5.79	0.2
-5.58	-9.9
-6.84	-3.52
-9.01	-8.39
-0.9	23.85
0.09	27.08
6.42	-12.74
8.84	0.69
21.07	9.4
-13.56	8.27
-6.03	-2.88
12.66	-12.08
-5.28	-14.13
17.35	1.06
13.59	10.93
-12.82	8.03
-0.34	-10.61
-15.96	3.85
-11.81	8.9
1.41	-11.22
-1.55	-2.29
12.78	13.26
-2.3	9.16
21.29	-4.47
-15.18	3.44
1.32	-5.85
20.79	-7.14
2.86	22.43
-7.05	-3.15
-12.04	6.38
20.86	11.23
-6.6	10.8
21.14	-3.91
2.27	-3.64
4.83	-6.23
-5.03	-2.07
14.94	-3.37
21.58	-4.09
2.87	-2.32
-6.51	-4.13
-1.48	8.15
-11.14	-6.83
3.07	-9.82
0.5	-9.89
-1.39	-11.22
-11.08	13.29
8.45	-1.39
20.32	-1.85
-2.53	-4.04
0.6	-9.41
19.01	-9.5
-12.84	9.46
0.61	22.33
-5.93	8.75
-14.73	12.65
-7.94	-2.25
-3.52	24.01
-0.88	-5.65
-3.12	-3.82
-13.99	13.46
19.37	-6.43
-1.96	6.28
14	12.26
-5.83	-18.47
3.55	-7.98
-7.95	9.95
0.13	21.95
-0.22	-4
-5.14	-7.46
-19.23	6.43
11.84	-7.64
-10	14.46
12.62	14.61
-7.22	-22.23
3.84	-2.86
-8.67	14.06
-6.47	18.3
1.62	-6.45
-8.19	-3
-12.07	2.28
22.32	-1.33
-13.65	10.91
13.1	17.26
-2.46	-16
-3.83	-2.18
-13.67	9.33
0.21	22.18
-6.09	-4.82
-11.89	2.32
-11.3	14.41
14.08	11.73
-11.53	11.77
-6.24	23.16
-19.45	12.57
6.02	-1.62
-8.38	6.2
0.33	-5.75
19.17	-2.81
7.42	-3.64
3.77	-16.61
-4.31	-20.19
-17.91	5.68
-13.31	12.16
11.96	-2.82
-2.51	24.69
-4.97	29.19
-10.33	-8.23
-4.99	-5.28
-5.74	-16.64
3.22	0.23
-12.71	-5.46
3.65	21.21
9.68	-2.93
-6.29	-5.75
12.96	8.22
-15.1	7.96
-19.61	10.28
-1.39	-19.31
-10.96	7.78
-11.77	6.72
24.74	-2.54
12.77	15.17
18.36	12.4
12.48	16.08
14.67	-9.16
-14	13.98
12.1	-1.1
-8.41	7.44
1.72	18.9
-19.14	10.21
-7.97	13.55
-10.53	-4.2
1.05	-1.18
-12.95	-2.86
-8.63	18.05
-1.73	20.17
8.26	-5.3
-5.48	-20.93
14.41	12.42
-14.22	5.8
-3.24	-0.15
4.97	-4.73
-2.09	-20.9
16.85	-6.48
17.71	6.11
-9.38	1.22
8.95	-1.76
-8.25	4.52
-10.22	14.7
0.43	-9.3
2.68	-19.36
16.35	14.41
2.34	-6.22
18.55	-2.04
-19.46	4.32
7.91	-11.54
19.83	-3.56
-8.72	19.22
-11.48	17.15
-16.96	6.48
17.49	12.61
-9.19	11.31
14.5	13.93
-0.2	-6.26
-4.63	-20.41
-10.62	6.57
15.66	0.24
24.39	-0.83
-2.96	-17.47
-7.64	-8.76
6.52	-2.38
-18.97	-9.24
-7.41	-5.11
-1.82	2.55
-6.38	-22.22
-20.82	12.35
-12.22	13.23
12.41	-6.25
2.1	-1.55
3.65	-10.38
15.06	-4.33
-18.44	16.36
-2.94	24.66
2.43	-6.71
-13.79	11.45
5.72	-6.56
3.12	23.42
10.3	-26.09
-11.27	-5.61
-15.87	-1.45
23.26	-10.44
4.45	1.62
16.79	12.71
-1.58	-17.67
-5.9	1.22
2.37	2.54
-0.91	11.52
13.7	-16
-10.57	-2.93
-18.63	7.78
27.16	-9.28
2.48	0.26
19.3	13.88
2.13	-18.91
-1.26	3.81
7.59	1.64
7.55	21.13
18.14	-11.14
-14.47	-2.79
-14.6	-3.25
17.06	-3.71
0.78	-2.68
17.32	13.77
4.02	-12.87
-3.24	3.49
1.74	7.27
4.94	19.35
10.32	3.06
18.23	3.16
6.3	-13.63
20.27	18.19
8.41	-8.1
-0.06	25.01
0.99	-4.46
-3.63	-2.53
8.48	1.29
-3.68	0.1
18.36	-10.62
10.25	-22.21
14.61	-7.23
7.98	-8.37
-11.73	6.72
4.42	-9.68
10.37	-19.54
7.69	22.41
-0.04	13.2
-15.09	-5.9
-10.97	-8.2
4.13	-16.21
-0.53	-6.23
-10.1	-8.45
14.57	9.41
0.57	-24.21
-9.73	-3.09
11.86	18.12
-24.38	6.56
-21.92	-0.1
0.56	-17.04
-24.34	6.38
-23.38	-4.1
15.73	-5.91
15.43	14.77
17.54	8.71
15.2	15.79
22.36	-6.7
5.3	-0.3
15.15	-14.17
9.72	6
8.41	20.05
5.22	-3.09
11.51	1.84
-13.59	-9.86
-3.39	1.78
-6.13	-5.6
5.75	17.81
3.88	23.17
0.66	-26.31
3.78	-13.54
17.95	15.65
-20.92	2.18
-9.76	1.37
8.04	-14.94
9.78	-9.91
25.19	-6.75
19.94	8.79
-21.28	4.76
9.89	-16.9
-5.16	-3.67
1.04	2.56
13.84	-18.48
7.72	-14.6
15.2	16.86
0.35	-8.66
19.53	-5.6
-9.66	-0.17
14.8	-17.53
7.76	-11.81
4.22	22.6
-3.65	6.84
-16.82	-8.99
23.09	10.53
9.84	-2.77
18.23	8.14
10.74	-22.24
5.71	-12.49
0.98	-11.11
14.95	-0.67
16	-9.87
12.7	-8.23
-13.84	-9.82
10.13	-9.45
-13.32	-7.43
-12.4	-8.59
7.86	-8.36
-2.39	-19.88
9.21	-0.35
3.85	-0.18
23.41	2.57
-2.68	4.84
7.23	-4.73
13.81	-11.33
1.62	3.61
3.37	17.29
-1	4.7
8.34	-11.09
3.55	-3.61
-3.26	19.71
2.51	-26.79
-11.55	-8.67
-5.39	2
28.22	3.12
-3.82	-19.82
9.08	21.02
-2.34	-16.21
4.3	0.97
-19.5	13.92
-4.09	26.52
-2.51	-20.44
-13.54	-9.74
-21.08	-1.63
29.81	-4.17
-1.47	-8.18
8.06	19.79
-2.89	-21.3
8.31	-3.83
-8.89	14.9
4.27	18.07
4.19	-26.28
-9.86	-4.88
-22.17	1.73
25.74	2.47
-1.35	-10.51
14.57	11.39
-6.83	-22.78
10.32	-8
-11.34	13.61
3.93	25.28
-16.51	15.52
-7.81	-21.75
8.23	-12.3
11.17	18.49
-4.47	-21.52
3.57	23.55
-11.05	9.12
-5.76	1.44
-17.7	14.58
-5.56	3.31
28.95	3.14
12.4	-9.47
-8.15	-18.07
-3.14	-17.06
-20.49	0.23
-1.3	-16.42
7.54	-18.94
1.8	17.8
5.36	17.28
-12.58	-11.88
-0.17	5.95
2.8	-16.46
0.98	5.02
-9.38	-6.72
3.66	21.72
-0.03	-3.03
-7.42	-8.84
20.48	6.27
-13.84	-6.59
-12.34	-5.8
-7.4	-20.61
-18.69	-1.55
-16.32	-7.04
26.98	-0.91
19.68	12.76
13.87	15.07
11.25	17.27
28.86	-0.72
-16.6	16.67
0.84	-21.51
-2.99	-13.49
6.74	22.41
-12.51	11.08
-3.72	-17.09
-3.79	-3.84
-6.12	-6.86
-3.17	-1.97
11.65	13.13
-5.14	21.25
11.01	-12.8
-5.25	-18.7
19	18.4
-21.41	-0.47
-11.79	-12.31
9.33	-19.7
0.8	-17.36
25.29	13.65
11.08	17.44
-19.18	-0.9
10.33	-25.3
-21.47	1.23
-12.61	8.24
9.01	-22.51
-1.2	-21.26
13.28	17.03
2	-3.66
25.41	2.35
-13.95	1.64
5.72	-26.03
25.68	4.37
-2.87	22.76
-4.25	-14.61
-17.43	-1.72
18.84	2.37
-16.93	12.73
17.41	16.2
6.22	-26.12
-0.01	-18.59
1.67	-12
27.27	-0.56
28.76	-0.36
-2.31	-19.24
-4.09	-2.76
-1.59	-5.49
-7.39	-6.96
-13.43	-5.3
-9.3	-15.06
-7.84	-20.16
-14.8	13.82
-2.11	-12.94
29.56	3.93
-1.72	-3.54
0.15	7.71
26.43	9.5
-11.47	16.04
6.79	20.92
1.04	-4.35
-20.86	12.02
10.42	-6.83
2.91	-5.78
-12.27	-11.28
-19.26	9.03
28.23	9.63
-9.45	3.47
12.53	17.75
5.18	-8.55
-8.95	5.01
-19.55	10.89
-3.64	24.95
-1.88	-7
-7.05	1.1
-17.97	7.82
28.76	6.93
-13.14	13.58
15.77	17.16
-3.11	-13.93
-9.53	0.88
-20.11	13.93
-4.44	22.74
7.75	-5.24
-15.94	-11.07
-20.21	6.1
20.43	5.51
-13.17	13.61
10.33	15.98
0.34	-13.09
-7.2	3.9
-21.8	8.93
0.68	24.47
-24.95	13.18
-15.07	16.85
-13.83	12.69
15.31	16.46
-15.87	14.99
-6.44	22.79
-17.73	14.97
-11.4	5.16
-21.22	14.26
-6.5	-1.72
22.7	3.64
-7.89	0.97
3.52	-14.78
2.81	-12.75
-14.38	6.48
-14.67	17.85
-5.2	2.49
-14.02	-13.63
2.41	-12.67
-11.54	3.84
-13.13	-6
-4.59	22.96
-0.29	-0.1
-11.25	-10.81
9.67	17.12
-20.08	4.54
-19.65	8.1
0.56	-14.03
-13.93	10.81
-17.07	12.49
16.78	6.69
17.43	16.01
14.01	15.7
13.24	15.12
19.89	-0.14
-18.31	10.68
-5.08	-3.49
-14.36	11.31
-10.3	24.08
-21.04	10.02
-14.88	14.46
-16.3	-3.59
-8.74	6.15
-12.13	-10.5
-6.99	19.82
-7.19	23.95
-2.52	-2.36
-2.56	-17.74
10.64	16.6
-7.91	14.16
-11.97	-11.25
3.78	-4.56
21.65	14.01
19.93	8.22
-21.63	8.55
-1.97	-5.46
-12.77	10.26
-13.75	14.18
-2.2	-5.85
5.36	-14.12
16.56	11.85
-6.43	4.91
13.68	6.69
-17.16	4.15
-3.93	-1.43
22.45	-1.48
-4.14	23.01
-12.3	3.68
-17.41	12.17
15.68	16.12
-22.69	14.44
15.91	16.55
-0.37	-0.9
3.26	-12.34
-13.79	16.49
27.24	3.14
20.53	4.85
-1.45	-14.99
-12.2	-5.97
-7.81	7.41
-11.21	-7.31
-13.64	-11.25
-12.59	18.63
1.29	-14.24
-17.65	16.2
-16.83	12.77
13.62	-3.89
24.45	-2.85
-10.83	7.1
-12.36	20.1
-9.11	0.97
-21.18	10.51
-11.76	4.73
1.01	21.12
6.54	-15.94
-11.53	-4.25
-23.14	5.44
17	-1.86
1.74	-12.01
12.79	16.64
-5.36	-18.29
1.53	-3.92
-12.88	-0.96
3.76	26.31
8.85	-17
-8.67	-7.68
-23.39	5.35
14.49	1.05
-4.62	-10.56
11.12	19.38
-0.04	-16
-11.21	-15.33
-10.9	7.63
2.14	22.9
8.69	-24.76
-15.19	-3.07
-24.58	3.21
21.26	1.02
-4.03	6.21
17.2	12.43
-1.26	-14.46
-8.31	0.71
-12.3	7.38
-2.84	23.97
-7.92	-0.14
3.38	-4.79
1.26	-7.67
18.89	6.02
9.15	-10.92
7.12	25.65
-13.06	6.92
-4.52	-0.58
-8.56	4.91
-3.84	-6.49
16.47	6.66
9.16	-19.76
-4.96	-15.27
-3.03	-14.76
-24.18	2.59
-6.65	-1
12.57	-22.27
4.71	18.38
0.3	20.04
-5.55	-15.18
-9.45	-17.4
-15.5	-7.96
-5.09	27.38
17.16	-11.66
-14.28	-5.14
16.59	7.09
-31.17	8.26
-28.4	3.18
-3.81	-19.75
-28.86	7.51
-28.83	4.41
18.1	0.15
15.34	12.44
17.28	8.04
19.79	11.14
5.11	-7.81
-9.67	10.37
6.92	-25.26
3.77	0.82
-3.31	22.17
-11.3	-4.46
2.4	-12.64
-13	-3.62
-10.21	-2.42
-19.14	-0.76
1.4	28.03
-0.68	30.09
13.17	-19.23
-4.51	-15.94
23.7	7.62
-24.8	4.77
-16.82	-7.66
5.2	-23.77
2.3	-15.31
17.34	-1.49
17.75	12.01
-27.88	4.25
1.25	-22.28
-3.2	-13.08
-7.75	4.83
7.97	-23.31
1.46	-15.79
13.63	12.12
-6.42	-3.77
20.19	-6.29
-27.08	6.02
14.42	-15.64
23.32	2.9
-0.76	21.87
1.39	-2.26
-27.48	4.68
19.4	7.99
-19.52	9.34
15.09	15.89
11.64	-21.65
-7.74	-19.55
3.38	11.43
26.04	9.18
14.35	3.2
-2.18	-14.92
-15.26	-6.46
-5.16	-9.98
-6.05	-9.69
-9.12	-3.96
1.99	-9.5
-7.42	-18.12
-17.13	0.71
9.32	2.57
23.77	3.23
-5.99	-5.45
-8.51	-5.28
17.58	-7.21
-2.29	2.42
-0.36	26.17
-0.4	-11.84
-17.4	-1.22
-4.34	-7
0.4	22.69
5.72	-14.6
-12.2	-6.62
-26.15	6.18
26.76	1.87
-0.82	14.2
5.38	19.6
-7.03	-18.98
-12.04	2.34
-14.58	16.42
2.31	18.23
6.18	-10.94
-16.44	-12.44
-25.34	1.86
27.29	9.04
-5.58	11.01
17.91	13.46
-1.41	-17.03
0.03	-8.9
-17.07	10.18
2.35	17.62
8.38	-15.6
-18.05	-13.39
-25.85	10.81
21.02	1.03
-3.93	-10.72
17.81	12.42
-0.57	-15.91
-3.24	-16.09
-6.54	12.62
-0.97	12.17
-18.01	13.72
-6.58	4.87
-9.23	-10.31
17.5	12.58
-6.02	-17.39
2.97	22.71
-16.43	12.22
-4.38	-7.94
-17.98	11.48
-3.16	-10.3
27.99	10.21
5.35	-22.43
-5.91	-16.71
-6.03	-20.01
-11.49	-26.05
8.15	8.7
4.91	-16.66
-0.77	22.86
-0.33	19.39
-18.83	-11.24
-15.36	-11
-1.76	-20.59
-2.29	-13.51
-12.98	-7.26
0.52	16.57
6.96	-26.44
-18.88	-9.17
13.79	14.1
-26.49	12.19
-23.85	-5.61
-4.32	-19.02
-23.41	-2.77
-28.39	6.51
26.16	12.67
15.6	11.47
19.02	12.04
19.4	10.94
27.36	3.8
-17.22	11.3
10	-17.35
8.04	-7.08
2.74	13.72
-14.43	8.56
-6.23	7.74
-19.87	-11.64
-8.88	-16.23
-17.09	-9.14
-3.81	11.78
-3.45	17.16
5.5	-26.84
-7.95	-17.07
13.51	12.77
-23.65	-10.92
-19.76	-7.33
0.12	-20.34
-2.66	-17
28.98	1.21
15.26	11.1
-22.98	-1.35
10.77	-22.54
-22	-0.21
-19.44	11.25
12.42	-19.36
-2.24	-18.72
17.18	9.56
-10.51	-14.78
27.8	6.52
-23.19	0.95
14.62	-7.85
29.52	6.81
2.57	19.23
-3.36	-9.67
-23.28	-12.89
15.4	13.87
-22.32	10.99
16.52	11.6
13.48	-3.44
-8.87	-17.09
-0.54	-8.27
23.89	6.14
29.98	8.01
-0.76	-18.78
-9.15	-0.4
-1.35	-5.6
-15.79	-6.11
-21.91	-10.79
4.83	-1.62
-7.52	-21.25
-18.63	7.69
-3.59	-9.02
28.12	9.99
1	-17.33
-4.19	-12.91
16.37	1.76
-23.35	13.53
-2.6	7.39
-5.25	-17.64
-12.11	8.86
-4.56	-13.07
3.13	24.09
-1.69	1.99
-10.98	-5.38
-30.26	0.15
23.46	11.09
-9.57	16.11
9.36	0.9
-4.62	-18.5
2.73	-10.01
-20.59	13.9
8.28	24.39
6.71	-17.12
-8.55	0.14
-25.85	5.91
20.53	17.86
-12.56	6.13
10.84	2.77
-8.85	-17.23
1.67	-13.35
-21.33	11.62
5.24	27.91
-2.59	7.19
-10.11	-5.57
-21.23	6.16
18.37	7.27
2.01	4.56
10.99	8.74
-12.69	-18.4
2.82	-13.78
-20.16	13.43
-2.77	28.99
-19.35	13.02
-4.96	5.04
1.33	4.05
11.99	8.99
-6.08	-4.37
9.34	13.65
-14.12	11.25
-1.52	-14.96
-11.74	11.06
2.82	-14.03
24.55	12.46
10.28	-23.55
-9.12	-13.02
-12.69	-16.02
-26.63	4.97
-4.09	6.49
5.68	-26.88
6.45	26.14
6.5	25.29
-17.76	-0.41
-15.16	8.48
-10.05	-19.16
-0.75	-13.32
-12.35	0.92
-0.65	24.62
1.98	1.71
-15.17	1.68
16.85	11.89
-18.12	-2.92
-24.28	6.21
-6.33	-19.13
-25.5	9.14
-28.37	12.04
23.41	10.74
13.1	11.17
13.69	11.25
14.91	11.22
29.48	6.67
-14.78	10.94
4.11	-24.45
-0.41	13.56
5.01	20.33
-19.4	13.32
8.89	7.57
-17.65	-7.71
3.03	-6.7
-12.68	10.82
-1.42	22.16
-0.91	22.74
4.37	-7.78
-8.38	-20.51
13.84	4.31
-25.11	2.19
-10.27	-5.22
1.41	-19.97
-1.48	-18.48
24.75	10.31
16.7	4.73
-21.81	-8.95
2.58	-25.34
-23.67	3.35
-19.65	13.87
7.69	-23.18
0.03	-15.41
11.78	1.81
-6.69	-16.44
21	13.26
-22.6	9.35
10.78	-21.91
28.84	2.01
5.2	26.77
10.49	-3.53
-26.4	1.39
11.43	7.66
-18.1	10.85
10.42	14.49
11.17	-17.89
-2.78	-17.48
-1.91	-7.3
25.2	11.24
26.46	11.21
0.68	-15
-13.68	5.59
-7.86	-12.76
-14.1	-2.61
-14.63	-2.81
-1.02	13.6
-6.66	-18.24
-18.88	7.51
-11.39	-2.44
25.37	9.05
4.92	-18.1
3.67	-10.91
28.63	9.73
-10.09	10.81
9.25	16.64
-3.45	-11.68
-7.3	19.96
-4.9	-1.39
-9.77	-4.82
-17.7	5.22
18.09	-2.96
-12.53	7.07
11.7	18.57
5.86	-10.89
-12.49	4.09
-21.45	10.39
-3.65	19.2
-5.53	4.69
-6.51	-4.7
-21.39	7.4
25.79	-0.54
-13.06	12.9
9.79	19.85
1.69	-10.39
-8	-0.23
-22.96	10.75
-1.4	18.15
-3.12	-0.83
-13.31	-7.33
-18.58	1.02
25.03	-3.71
-8.58	15.24
11.26	19.75
2.47	-12.9
-8.45	0.66
-22.17	10.81
-0.57	20.74
-24.54	13.51
-13.94	13.53
-13.9	11.85
13.18	15.77
-8.07	12.23
-1.8	21.57
-20.6	11.82
-4.08	4.62
-22.38	13.24
-7.09	2.58
26.69	0.67
-5.13	10.35
-3.03	-14.84
5.51	-9.54
-21.46	3.32
-16.68	14.04
-6.8	10.71
-1.69	22.72
-3.8	20.32
-15.39	-12.41
-12.89	-8.24
6.31	-11.25
4.22	5.1
-13.47	-9.54
-5.3	28.62
-7.62	10.5
-11.38	-11.1
10.54	24.78
-18.39	3.11
-20.05	6.6
-0.87	-16.79
-23.22	5.12
-27.88	5.62
23.64	-2.23
16.24	16.12
10.62	20.21
17.13	15.54
25.74	-2.53
-21.73	13.25
-7.34	10.46
-6.4	11.72
-5.74	24.32
-24.93	11.08
-3.84	11.02
-11.62	-10.73
-7.09	0.17
-14.39	-9.69
-6.61	26.98
-0.99	20.7
-7.72	14.1
-4.61	-11.19
14.46	20.7
-20.51	3.26
-6.52	-1.13
-8.57	-0.26
-1.5	-13.59
26.75	0.98
14.13	17.98
-22.02	1
-2.98	0.18
-21.33	6.35
-19.08	13.22
-7.35	6.21
-2.35	-11.73
14.67	18.66
-5.71	-0.94
25.1	-4.11
-19.42	7.94
-5.26	14.22
24.41	-4.99
-2.48	22.92
-14.62	10.85
-21.72	0.53
17.03	17.17
-24.31	10.63
18.41	13.48
-7.61	4.41
1.72	-8.33
-14.86	12.21
26.75	0.03
18.59	-7.4
-0.41	-13.05
-16.89	-11.11
-0.8	2.14
-18.47	-8.4
-11.1	-10.62
-5.3	11.87
2.42	-10.43
-22.86	13.27
-8.68	4.61
27.01	-2.3
1.34	-1.46
-3.42	-8.75
27.52	-5.5
-16.72	4.56
-3.36	19.45
2.93	-7.63
-20.1	9.39
-0.24	-3.71
6.66	23.74
9.92	-23.71
-4.94	-6.35
-16.63	-6.7
22.25	-1.44
3.34	-8.73
6.59	-4.52
-7.21	-18.74
9.87	-5.57
0.52	3.32
6.62	23.5
9.36	-18.77
